TXNAME	GENEID	Bear_R1.sorted	CML10_R1.sorted	Chipie_R1.sorted	ChrystalPoumon_R1.sorted	ChrystalRate_R1.sorted	Popsi_R1.sorted	Twiny_R1.sorted	Vico_R1.sorted
BambuTx1611	ENSCAFG00805007801	1.26682	3.82746	99.84023	0	5.06476	4.16757	1.6519	6.27023
BambuTx1618	ENSCAFG00805010357	137.21789	48	109.78297	382.39497	163.49877	111.2245	158.89157	112.85584
BambuTx1623	ENSCAFG00805010773	0	6.56954	69.05104	17.68104	10.10958	16.74029	4.03623	0
BambuTx1629	ENSCAFG00805011329	9.93548	7.28283	10.24225	142.99004	30	29.32759	35.46939	22.33333
BambuTx1630	ENSCAFG00805011329	1.41935	36.72389	17.63417	9.24159	12.5	6.98276	4.83673	5.58333
BambuTx1640	ENSCAFG00805012081	138.62419	216.48	380.5099	635.74202	309.71614	313.34265	545.07596	88.94932
BambuTx1642	BambuGene3321	1.7247	0	53.4897	38.06634	4.36343	0	1.70876	13.40174
BambuTx1643	BambuGene3321	0.8502	2.22516	33.54594	42.05437	4.73191	0	8.51689	7.39194
BambuTx1648	ENSCAFG00805012766	22.09256	37.00819	149.1342	760.61167	341.73815	138.91193	70.15717	150.30707
BambuTx1649	BambuGene2966	24	13	43	35	17	66	9	5
BambuTx1650	ENSCAFG00805013234	114.1875	100.60976	226.24571	231.01695	161.2013	85.08696	428.94556	78.36735
BambuTx1654	BambuGene2982	0	0	9.27273	0	7	2.66667	0.5	2.5
BambuTx1674	ENSCAFG00805001510	54.70709	65.83463	170.80189	295.88108	49	70.67308	84.53037	61.55844
BambuTx1683	ENSCAFG00805002927	11	1.5	12	0	0	14.11428	0.25	1
BambuTx1692	ENSCAFG00805001702	3	33	82.79855	3	0	46.22906	7.77452	2
BambuTx1699	ENSCAFG00805002432	0	6.70552	8.94795	10.85593	6.85468	36.26277	10.87073	11.82609
BambuTx1701	ENSCAFG00805002626	2820	8007	5710.87359	10045.68552	3349.39033	12458.04222	3787.01964	4392.6519
BambuTx1704	ENSCAFG00805002769	76.9022	105.61815	421.38725	242.41108	85.29166	139.25531	144.62078	58.01134
BambuTx1705	ENSCAFG00805002769	59.0978	55.16902	194.68051	204.19033	29.02223	84.65012	63.37922	142.98866
BambuTx1716	ENSCAFG00805003595	121.2638	332.78574	255.12821	1346.43856	319.06774	523.69028	546.3744	362.15359
BambuTx1718	ENSCAFG00805003960	5.11909	30.41699	6.32419	10.34681	0	53.35653	26.58279	0
BambuTx1721	BambuGene3431	19.95	13	147	34.87179	13	17.94444	0	10
BambuTx1730	ENSCAFG00805004167	127	210.17881	474	767	205.64706	399.97377	249.14674	228.92045
BambuTx1732	BambuGene3439	0	1	3	0	1	1	0	1
BambuTx1741	BambuGene3061	0	0	2	0	0	2	1	0
BambuTx1742	BambuGene3063	11.3933	11.99374	15.84046	26.07626	10	21.9859	13.49776	12.4284
BambuTx1748	BambuGene3457	0	4	3	1.25	1	2	1	1.5
BambuTx1749	ENSCAFG00805024817	139.96791	285.96104	741.72185	1597.07334	253.05714	992.66578	706.34026	218.54508
BambuTx1750	ENSCAFG00805024952	55.71401	74.04298	605.67545	382.62744	137.81846	147.71643	98.85095	58.67914
BambuTx1754	ENSCAFG00805026415	51	338.2207	37.71429	147	88.07298	149.02299	83.00572	99
BambuTx1760	ENSCAFG00805027955	2.4169	0	2.86233	16.83459	1.44926	15.77812	15.56442	1
BambuTx1763	ENSCAFG00805028520	8.53333	3	42.67347	9	3	34.85	6	6
BambuTx1769	ENSCAFG00805029809	0	7	15	0	4.5	0	0	6
BambuTx1775	ENSCAFG00805000204	14	0.67275	13	0	8	6.91861	0	0
BambuTx1783	ENSCAFG00805000623	44.79432	35.00401	99.66322	34.77202	21.06768	164.02452	123.52737	15.84706
BambuTx1787	ENSCAFG00805000915	1	4	8	43	19	8.50108	7.28469	7.71133
BambuTx1789	ENSCAFG00805001384	0	0	3	11.91667	7	2.5	34.28571	3
BambuTx1790	ENSCAFG00805001580	45.83333	100.74551	230.35231	323.4085	66.67742	228.12847	203.34056	90.83523
BambuTx1799	ENSCAFG00805002508	8	7.71097	8.11267	30	26	20	10	29.3713
BambuTx1800	ENSCAFG00805002508	5.95679	40.60751	53.99122	21.52576	18.26905	41.03056	29.96657	49.24117
BambuTx1801	ENSCAFG00805002614	51.02318	102.29998	434.20247	147.3301	53.93496	108.80947	267.22856	28.5095
BambuTx1804	ENSCAFG00805002786	10.57552	6.38332	132.80923	67.74549	27.12409	8.61514	21.93864	49.10993
BambuTx1813	ENSCAFG00805002853	25.86973	43.71554	98.39713	44.2135	1.61962	36.4891	48.2878	24.98897
BambuTx1816	ENSCAFG00805003172	22	53	106	26.33047	5.45377	63	146	9
BambuTx1827	ENSCAFG00805005454	57.32422	557.72742	235.59492	0	0	341.05109	0	0
BambuTx1837	ENSCAFG00805009141	511.5762	321.5662	2344.84278	828.12421	511.11925	2905.97178	724.05995	1086.17886
BambuTx1839	BambuGene3148	4	1	13	15.6	11	10.90909	6	6
BambuTx1841	ENSCAFG00805000388	13	21	30	0	0	17	35	0
BambuTx1862	ENSCAFG00805001977	143.8125	177.33333	330.92192	407.6087	119.33333	234.72222	201.16	160.24473
BambuTx1865	ENSCAFG00805002310	1.75323	3.18498	26.55391	35.08227	1.57485	6.53307	15.25326	12.17852
BambuTx1867	ENSCAFG00805002310	24.15899	14.46635	45.7015	35.42025	11.17627	31.39035	26.86569	16.14291
BambuTx1869	ENSCAFG00805002926	634.12452	583.4483	3381.58773	4912.48195	1952.45931	1429.92157	1248.6566	1065.79729
BambuTx1881	ENSCAFG00805000163	510.26214	3.26378	560.32663	2850.9909	425.60197	9.70924	0	32.73229
BambuTx1885	ENSCAFG00805000522	5363.83195	6284.11211	25204.28909	23857.58612	6027.7235	13086.36734	8187.78895	7323.92546
BambuTx1892	ENSCAFG00805002633	2.06169	3.19035	5.46746	15.77458	2	2.10462	5	3
BambuTx1893	ENSCAFG00805003033	16.63938	7.19864	18.90977	0	1.14357	1.17545	3.31566	1.14712
BambuTx1895	ENSCAFG00805002960	0	2.12204	6	3	1	3.1554	1	1.06249
BambuTx1898	ENSCAFG00805003033	1.27995	4.78726	3.23407	0	4.14349	2.49059	1.19366	10.0159
BambuTx1899	ENSCAFG00805003033	3.47962	4.79909	31.45257	4.26903	5.91977	10.41083	3.40895	17.1277
BambuTx1921	ENSCAFG00805000565	35.66332	20.7681	175.06703	54.60317	10.57277	45.72215	31.01685	30.37208
BambuTx1948	ENSCAFG00805002564	5.19553	38.04175	415.29678	1	0	35.37791	100.97478	0
BambuTx1955	ENSCAFG00805003504	49	8.38372	222.71888	154.38679	91.94672	77.68827	69.31716	25.13943
BambuTx1967	ENSCAFG00805001926	320	3.5	1466	5361.72552	0	1293	1543	0
BambuTx1969	ENSCAFG00805003946	68.04651	120	112.70203	319.48371	96	137.24223	255.37708	36.4
BambuTx1973	ENSCAFG00805004289	48.6124	43.9281	86.26761	81.98306	65.01739	228	37.86395	100.4144
BambuTx1985	ENSCAFG00805023708	14.25887	22.20212	9.75468	33.19876	44.43688	0.00001	43.84296	21.56234
BambuTx1989	ENSCAFG00805024783	11.87773	29.01482	29.17657	22.10862	13.55957	41.12181	46.28692	14.88608
BambuTx1991	ENSCAFG00805025472	36	112	62	83	82	118	75	83
BambuTx1992	ENSCAFG00805025854	237.54712	440.5097	278.55579	284.08711	134.7957	548.44483	530.8257	152.59743
BambuTx1993	ENSCAFG00805026120	40.43783	101.28555	112.63591	109.8327	76.23584	220.538	110.78408	42.92338
BambuTx1994	ENSCAFG00805026503	22.81045	110.16822	16.69008	35.42814	53.77508	29.68542	101.40874	18.80344
BambuTx1995	ENSCAFG00805026503	32.31481	110.16822	73.01908	39.59616	41.55347	40.62215	56.49916	22.56413
BambuTx1996	ENSCAFG00805027746	33.49464	35.83917	40.54054	53.71826	48.42055	77.6098	91.27785	38.2052
BambuTx2001	BambuGene3770	4	12	8	15.71429	9.42857	13	21	3
BambuTx2016	ENSCAFG00805009332	54	0	689.24539	0	0	202	0	0
BambuTx2020	BambuGene4334	8	3	7	2	6	1	1	3
BambuTx2023	BambuGene4336	52	0	4	4	11.8125	1	2	0
BambuTx2027	ENSCAFG00805011257	8511.63938	5998.90598	12254.10516	16398.7329	8121.49719	10956.38885	11476.05141	9750.7894
BambuTx2035	ENSCAFG00805003695	3.14303	10.06558	24.37956	43.02896	14.33854	29.49321	23.69268	8.60479
BambuTx2044	ENSCAFG00805004653	6.38645	25.88388	15.06994	0	22.72104	2.96894	53.93439	12.60852
BambuTx2051	ENSCAFG00805004787	178.95117	178.99999	165	352.13054	467.50352	303.75582	261.69677	228.587
BambuTx2055	BambuGene3894	3	0	5	2	0	8	0	0
BambuTx2072	ENSCAFG00805003171	42.29254	49.52159	58.55829	211.29607	98.09257	65.67811	47.01612	76.69646
BambuTx2073	BambuGene3913	48.73333	5	28.8	3	0	4	13	0
BambuTx2077	ENSCAFG00805000453	18.86157	7.19281	7.01568	57.02002	15.60927	47.62361	16.38758	19.94182
BambuTx2081	ENSCAFG00805000538	224.55138	125.50598	174.5449	308.96626	158.40173	247.82849	258.64493	65.07431
BambuTx2082	ENSCAFG00805000685	16.09439	0	5.51333	0	0	80.09302	1	0
BambuTx2088	ENSCAFG00805001536	0	0	26	0	1	26	0	0
BambuTx2092	ENSCAFG00805002122	0	0	5.26956	3	0	2	0	5.54328
BambuTx2095	ENSCAFG00805002362	0	0	0	0	0	0	0	0
BambuTx2096	ENSCAFG00805002406	230.26473	150.43235	242.01745	406.04482	225.18017	435.66013	184.05604	345.2
BambuTx2097	ENSCAFG00805002406	75.64771	12.33108	24.74741	183.43006	81.81983	95.86615	41.32496	78.28006
BambuTx2103	BambuGene4447	21.38603	5	23.42145	0	0	58.78727	12.09734	0
BambuTx2107	BambuGene3926	128	20	145.30165	172.84565	32.61702	73	53.48931	52
BambuTx2115	ENSCAFG00805003036	38.11881	50.2069	33.70992	154.72528	88.79155	103.70803	127.57658	90.9322
BambuTx2120	BambuGene4449	38.53026	25.50094	24.34803	107.93766	116.00168	159.96136	30.64068	104.44293
BambuTx2122	ENSCAFG00805003406	320.65365	72.28302	157.78458	565.76097	714.62696	349.91364	1150.32211	278.24582
BambuTx2124	ENSCAFG00805003472	6.34132	3	18.14812	197.86183	69.82905	61.92201	19.84774	43.91313
BambuTx2130	ENSCAFG00805004275	2098.56661	2074.63194	1410.69101	3935.64276	1537.61355	5292.50927	5433.3865	3101.02915
BambuTx2133	ENSCAFG00805004293	178.18303	46.03705	84.13599	51.93869	52.27495	185.02586	120.18403	37.71708
BambuTx2149	ENSCAFG00805002708	3.61866	42.0154	32.86868	52.72228	33.25263	29.77953	10.26093	31.42063
BambuTx2164	ENSCAFG00805003323	92.11946	63.04653	86.51073	142.78203	65.69831	198.90961	249.17867	62.58195
BambuTx2165	BambuGene3967	0	0	3	23	13	0	0	11
BambuTx2167	ENSCAFG00805003726	103.58671	24.42525	129.59773	165.65936	162.99602	169.56681	43.5123	144.54441
BambuTx2168	ENSCAFG00805003726	83.06431	18.36439	49.64848	58.95069	51.30871	65.48261	37.88437	14.46522
BambuTx2175	ENSCAFG00805018123	783.99687	3093.15928	706.0705	1873.91515	3	1386.126	3057.98268	0
BambuTx2186	ENSCAFG00805019814	0	0	46	0	0	0	0	54
BambuTx2187	ENSCAFG00805019711	272.44206	213.55036	243.12583	547.73003	418.8435	784.92105	512.84785	378.74575
BambuTx2201	ENSCAFG00805027085	79.83579	166.34562	131.06845	341.3218	174.3015	127.19724	58.9074	145.11078
BambuTx2207	BambuGene4015	7	1	7	0	9	22.54584	3.33333	2.23507
BambuTx2209	ENSCAFG00805000981	431	657.9232	157	1632	472	551.8189	778	449
BambuTx2218	ENSCAFG00805001242	235.52859	792.42379	790.57045	1080.75598	604.17254	564.89573	1133.61355	527.79437
BambuTx2219	ENSCAFG00805001242	331.26018	902.70362	647.38015	1061.06604	767.81721	643.81535	1297.57083	587.11757
BambuTx2227	ENSCAFG00805002952	245.72066	170.12462	320.88455	139.49733	124.23986	658.07418	232.73265	90.39972
BambuTx2230	ENSCAFG00805003663	95.21363	59.66065	19.5084	500.73589	115.45058	41	96.92676	184.92149
BambuTx2232	BambuGene4043	23.85644	16.71647	25.21987	60.16091	18.29496	10.18681	19.54524	42.65173
BambuTx2234	BambuGene4046	35.10311	12.85643	9.01297	0.86342	0	0	22.60537	0
BambuTx2254	ENSCAFG00805018189	99.65401	55.92857	145.67501	27.55556	81.46296	104.47068	101.32225	11.33333
BambuTx2255	ENSCAFG00805018670	11.6928	11.23047	22.12212	16.65631	21.67144	24.43801	15.70815	44.99465
BambuTx2262	ENSCAFG00805020507	139.5305	297.93658	85.03662	90.57943	203.36434	108.22877	130.34101	99.24593
BambuTx2263	ENSCAFG00805026272	11.34538	10.92356	6.38371	14.6444	14.60153	47.04906	7.0287	4.80456
BambuTx2268	ENSCAFG00805029678	647.96591	592.6875	477.69231	700.17391	640.1227	984.16667	790.46283	330.32258
BambuTx2274	ENSCAFG00805030196	167	219	164	168	100	489.15858	170.83636	134.16691
BambuTx2277	ENSCAFG00805030470	179.89655	341.31338	340.60444	408.2243	223.10656	586.23881	315.5848	220.77193
BambuTx2279	ENSCAFG00805030504	0	0	12.64724	49.45632	27.09722	0	0	121.19683
BambuTx2291	ENSCAFG00805030863	1148.21079	631.2701	791.01097	1110.89967	636.17261	1596.62254	1082.13779	659.4503
BambuTx2302	ENSCAFG00805000328	365.46823	177.81081	216.94393	646.03645	300.59144	347.04225	318.01626	184.21687
BambuTx2305	ENSCAFG00805000546	36.93311	35.53183	94.17999	49.69524	18.84738	373.8006	19.12433	9.28298
BambuTx2307	ENSCAFG00805000546	30.60181	27.01578	26.18597	66.42657	11.15262	179.20514	9.58973	12.71702
BambuTx2312	ENSCAFG00805001238	4.26406	4.23752	9.62311	2.72033	31.44054	10.71529	10.88437	0
BambuTx2313	BambuGene4570	1.75	2	8	0	0.5	1	3	0
BambuTx2314	ENSCAFG00805002635	136.12852	119.96414	191.79313	547.5755	150.86594	114.463	238.98835	180.46941
BambuTx2318	BambuGene4124	25	6	5	5	5	0	4	2
BambuTx2320	BambuGene4137	0	0	4	20.82268	9	22.06727	0	4
BambuTx2340	ENSCAFG00805001968	773.94665	383.95812	519.05498	1362.83382	458.57644	1277.76045	904.13408	263.92028
BambuTx2344	ENSCAFG00805002240	36.93484	21.86749	39.05406	17.38621	1.61122	102.39571	75.39207	37.00156
BambuTx2348	ENSCAFG00805002363	1716.54224	3201.1948	3371.47994	3674.85566	2372.98413	5368.94013	3266.83195	2557.89195
BambuTx2349	ENSCAFG00805002428	40.92122	17.44358	9.11782	42.27899	6.49755	45.91592	30.96176	4.52814
BambuTx2351	ENSCAFG00805002428	312.07202	116.40517	165.70545	159.16113	7.01665	560.18836	140.13658	4.52814
BambuTx2356	ENSCAFG00805003035	32	46.00032	33.42857	76.2	31	73.94591	53.5	22.5
BambuTx2358	ENSCAFG00805003510	115	35.61025	16	70.55027	49	530	53	27
BambuTx2361	ENSCAFG00805003556	387.51361	210.31877	264.14906	1432.9292	462.18172	448.81956	471.94823	329.74734
BambuTx2362	BambuGene4645	203	207	143	335	94	139	258	173
BambuTx2366	ENSCAFG00805003908	1.5	17	76.5092	114.19652	60.86477	7	0	40.16431
BambuTx2370	BambuGene4197	6	0	4	0	0	0	0	0
BambuTx2372	ENSCAFG00805004488	11.18643	75.68346	134.12887	44.42946	92.06162	95.35899	25.78124	73.94454
BambuTx2375	ENSCAFG00805004509	318.15962	318.82973	450.6645	437.1697	326.66904	441.54126	260.30042	365.64098
BambuTx2376	ENSCAFG00805004509	19.10421	11.80056	30.38861	21.50315	37.9115	36.93862	18.35216	17.42764
BambuTx2383	ENSCAFG00805006665	33	66.42239	49.67017	59.53562	21	113.34888	24	4.2828
BambuTx2388	ENSCAFG00805008186	1344.75581	850.13325	1047.83293	1247.55597	612.88762	1459.16427	930.1834	562.51916
BambuTx2393	ENSCAFG00805008921	2.37172	7.33957	2.19883	13.85567	11.45607	12.01022	7.29331	5.10902
BambuTx2403	BambuGene4675	10.27393	16.23266	5.21551	6.84867	2.69337	67.48987	24.18398	6.21847
BambuTx2404	BambuGene4683	42	20	60.8	0	0	0	0	0
BambuTx2407	BambuGene4221	3	1	10	3	1	10	4	9
BambuTx2414	ENSCAFG00805004680	7.5	8.4	10	19.88616	5	46.29319	25.66667	14
BambuTx2432	BambuGene4710	20.06816	3.5396	25.35621	0	1.5	7.5	0.5	1.5
BambuTx2441	ENSCAFG00805007546	44.02318	32.44372	122.42627	130.43404	46.48528	162.236	87.38696	70.51043
BambuTx2448	ENSCAFG00805009947	851	615.9604	473	1190.90334	410	809.99506	922.91038	603.99334
BambuTx2449	ENSCAFG00805010017	3.80651	44.07187	31.67166	44.09099	27.96377	63.41121	10.88889	37.71097
BambuTx2465	ENSCAFG00805005397	0	0	148.03867	0	0	263.30874	6.19093	0
BambuTx2469	ENSCAFG00805005617	252.41888	180.5314	183.28314	464.56319	396.18829	376.30017	388.55929	166.95852
BambuTx2472	ENSCAFG00805007263	29	29	31	48	22	87.5873	43	21
BambuTx2481	ENSCAFG00805008347	264	0.5	1118	0	0	104	0	0
BambuTx2486	ENSCAFG00805008690	206.18426	755.07213	910.24003	416.71679	498.48232	1028.69591	583.71771	349.06309
BambuTx2488	ENSCAFG00805008889	591.28355	232.50295	552.75853	401.40875	128.81533	334.46138	492.15389	124.84953
BambuTx2489	ENSCAFG00805008889	237.98456	294.04785	598.19074	234.55947	76.84713	412.95741	149.78597	68.66724
BambuTx2495	ENSCAFG00805009352	58	53	363	49	62	102	19	90
BambuTx2498	ENSCAFG00805009400	3.10843	22.58621	31.10029	2.61935	4.24845	24.80829	12.69753	1.26042
BambuTx2500	ENSCAFG00805010191	76.23166	86.9657	52.44005	156.77555	154.82254	186.68401	85.84761	72.9878
BambuTx2502	ENSCAFG00805010269	68.76769	156.9375	152.95597	87	56.96083	69	50	25
BambuTx2503	BambuGene5188	24	25	34.69231	0	4.33333	66	1.6	21
BambuTx2504	ENSCAFG00805010689	325	611	619	391	373	779.47742	511	161
BambuTx2510	BambuGene4769	0	0	14	0	0	0	0	0
BambuTx2514	ENSCAFG00805000326	7	42.54103	51.0835	32.38711	19.88232	135.99664	7.75967	13.23382
BambuTx2528	ENSCAFG00805001269	93.54399	254.22173	188.01257	174.89422	145.71678	73.74324	74.64084	71.03666
BambuTx2543	ENSCAFG00805002464	39.17526	8.41463	77.90536	51.69863	22.95652	67.74497	13.10638	30.28571
BambuTx2544	BambuGene4789	2	4.43624	4	0	0	0	0	0
BambuTx2547	ENSCAFG00805002509	53.79053	17.16431	42.64347	60.58079	25.27494	17	2.16958	26.95837
BambuTx2553	ENSCAFG00805003178	0	0	24.77898	0	0	0	0	0
BambuTx2556	BambuGene4808	1	1	3.87299	1	0.25	2	0	1
BambuTx2559	ENSCAFG00805003693	74.97436	342.25532	619.91928	431.34211	189.95876	358.43609	230.76259	148.39394
BambuTx2569	BambuGene4824	1	13	14	5	4	1	0	4
BambuTx2576	ENSCAFG00805000455	176	360.646	183.75	325.54197	156	245.1831	153.48169	33.79791
BambuTx2583	ENSCAFG00805001548	81.12508	4.67213	191.21997	13.08237	4.81015	0.74198	0	11.32792
BambuTx2590	ENSCAFG00805001932	0	0	0	0	0	0	0	0
BambuTx2596	ENSCAFG00805003038	140	15	4	318.52952	27.93103	17	15	38
BambuTx2602	ENSCAFG00805003795	6.18179	76.48453	27.0972	7.60503	4.57845	58.86333	48.05112	0
BambuTx2605	ENSCAFG00805004122	15	24.31321	24.11043	33.38122	10	22.66368	5.11696	5.06154
BambuTx2616	ENSCAFG00805002888	37.34379	148.84917	85.26483	52.77904	29	75.20788	115.50362	7.55077
BambuTx2620	ENSCAFG00805003002	422.59207	1194.43709	507.72321	738.19482	454.82278	679.57755	1278.92285	458.732
BambuTx2623	ENSCAFG00805003122	20.45467	67.29237	11.6548	187.82336	223.3559	93.46295	127.85162	149.53601
BambuTx2625	ENSCAFG00805003358	15.68582	23.65271	7.59235	0	0	24.51889	13.54278	6.21091
BambuTx2631	BambuGene4896	29	3	8	25	3	30	5	33
BambuTx2632	ENSCAFG00805004061	140.97843	456.66997	105.58349	190.00798	57.13807	446.67472	251.7236	49.81789
BambuTx2647	ENSCAFG00805027160	14.87298	47.2867	52.21655	61.16978	38.20899	61.27459	32.39058	35.84098
BambuTx2658	ENSCAFG00805029275	57.17567	47.83055	32.24202	20.78802	17.31366	31.89153	49.69427	0
BambuTx2659	ENSCAFG00805029275	57.17567	47.83055	32.24202	20.78802	17.31366	31.89153	49.69427	1.37097
BambuTx2664	ENSCAFG00805030141	82.62691	134.23523	236.60347	205.72182	106.84379	107.05467	182.3288	126.51053
BambuTx2668	ENSCAFG00805030541	582.19387	1805.90601	664.9999	1347.01173	419.93278	919.40885	1356.65979	570.84154
BambuTx2680	ENSCAFG00805026084	320.65249	1339.52116	722.95614	1609.34744	737.34016	834.57059	1119.2875	1289.55734
BambuTx2687	ENSCAFG00805018760	39	283.55556	222.3	159	55.33333	104.16667	113.14286	31.18182
BambuTx2689	ENSCAFG00805030496	12.88462	23.43478	45.23331	29.95537	8.1	26.92807	5.15135	18.46429
BambuTx2699	ENSCAFG00805031204	8.96946	0	17.16135	21.00047	2.65553	16.00465	22.28692	0
BambuTx2701	ENSCAFG00805031263	2983.41809	5268.07891	6504.31691	9375.16028	2384.96687	3312.35546	6841.46515	3509.25489
BambuTx2702	ENSCAFG00805031263	15.58191	79.92109	1158.68309	1344.82969	333.03313	2.64454	2.53485	48.74511
BambuTx2711	BambuGene5363	27.61888	21.41986	22.85975	11.7246	3.50846	5.78283	14	17.03358
BambuTx2713	BambuGene5363	10.53939	1.321	11.80739	3.31569	3.49154	10.91715	0	12.67078
BambuTx2715	BambuGene5363	26	14.72485	6	8.64766	0.38395	6.40811	6	13.83205
BambuTx2721	ENSCAFG00805005354	173	190	149	283	65	118	163	47
BambuTx2727	ENSCAFG00805005846	21.56566	227.40784	60.22471	0	0	2.30255	89.48845	0
BambuTx2736	ENSCAFG00805013121	113	371	167.906	620.23832	196.20906	252.87374	449.74584	231.90751
BambuTx2740	ENSCAFG00805016176	126.36403	262.20462	178.38526	153.92664	132.69302	238.91014	234.9524	115.57547
BambuTx2741	ENSCAFG00805017579	38.91397	70.98805	76.10138	66.35673	65.31942	51.17727	69.33472	36.97374
BambuTx2747	ENSCAFG00805018425	35.57964	65.43377	45.56672	65.01415	52.18753	34.65848	59.70081	22.83858
BambuTx2752	ENSCAFG00805018545	15.37312	23.6225	135.21361	46.41649	10.05768	23.2171	23.89997	56.06901
BambuTx2765	ENSCAFG00805007173	9.5	0	0	0	26.22543	53.21474	0	23.61632
BambuTx2769	ENSCAFG00805007212	12.00364	147.56235	20.03676	24.50823	16.58779	36.42887	53.26195	1.85831
BambuTx2774	ENSCAFG00805007345	83.33934	243.47298	307.29499	208.35011	93.14466	150.4252	62.1193	58.53308
BambuTx2780	ENSCAFG00805010887	112	26.6354	417	7.68668	29	27.02335	48.34842	2.76671
BambuTx2783	BambuGene5020	5.61105	0	121.19477	9.47707	0	2.94461	10.5	0
BambuTx2789	ENSCAFG00805011870	23.70706	46.89835	61.68149	39.92448	15.28804	53.15893	42.55262	11.34105
BambuTx2794	ENSCAFG00805012984	17.66818	23.59842	1.34012	16.4216	9.95926	28.80798	5.33333	21.9833
BambuTx2796	ENSCAFG00805013211	924.60732	3264.27475	2017.72474	4066.62503	791.71891	1906.37955	3577.18051	2562.07774
BambuTx2797	ENSCAFG00805013211	0	17.23506	1463.21884	569.67996	114.07359	1.20569	3.59281	10.76701
BambuTx2801	ENSCAFG00805013495	26.60538	117.26211	75.68079	275.7821	226.10827	110.51247	127	91.72142
BambuTx2804	ENSCAFG00805013700	4.01691	8.57785	14	5	4.89199	0	1.57149	6.89453
BambuTx2805	ENSCAFG00805013899	220.91853	162.25758	267.87709	283.77794	204.36606	287.22188	195.44478	143.19488
BambuTx2808	ENSCAFG00805014166	40.14318	38.35908	10.08954	60.00816	14.82557	75.74815	105.25925	8.65793
BambuTx2813	ENSCAFG00805014437	2	19.05918	3.26738	7.30485	1.40767	52.06983	11.20419	3
BambuTx2814	ENSCAFG00805014437	5.74943	13.85637	25.31096	7.45178	9.80979	18.54212	9.50162	0
BambuTx2821	ENSCAFG00805016884	3.14516	13.64463	14.2381	0	4	22.68392	1.1	5.88535
BambuTx2825	ENSCAFG00805007311	9.42634	4.18542	74.20968	5.86653	1	0	14.34401	0
BambuTx2826	ENSCAFG00805007311	7.36242	6.33801	32.79032	3.91102	1	0	11.95334	0
BambuTx2845	ENSCAFG00805010218	58.40666	538.3079	186.15787	873.38656	185.69372	177.1579	361.7118	233.02636
BambuTx2863	ENSCAFG00805013779	82.39888	91.47222	110.70625	744.53828	323.09138	38.52138	74.50742	170.87884
BambuTx2867	BambuGene5042	3	19	28	45	18	16	9	36
BambuTx2868	BambuGene5044	0	0	9	0	0	3	1	0
BambuTx2869	ENSCAFG00805000676	377.01832	78.50713	307.76223	4272.20191	123.65365	279.75896	401.92568	21.6
BambuTx2879	BambuGene5057	2	0	12	0	0	8.8	0	0
BambuTx2882	ENSCAFG00805001189	15.35025	18.3984	27.82546	24.85929	3.77464	25.9773	38.80113	2.30966
BambuTx2894	BambuGene5463	41	21	124.82934	114.97392	34	10	32	64.84075
BambuTx2896	ENSCAFG00805002576	81	118	134	345	90	225.64948	231.45652	109.57576
BambuTx2897	ENSCAFG00805002813	73	45.88317	136.9708	615	132	55	141.89331	88
BambuTx2911	ENSCAFG00805003568	9.14746	11.44558	89.96238	37	66.58944	22.82065	34.54462	10.66535
BambuTx2913	BambuGene5074	15	51	62	117	52	35	49	55
BambuTx2917	ENSCAFG00805004483	110.18215	89.6906	314.26412	70.01343	45.60525	20.86957	10.66667	99.89357
BambuTx2918	ENSCAFG00805004483	25.20532	2.033	6.43544	43.39193	9.73293	3.13043	2.13333	9.57883
BambuTx2919	ENSCAFG00805017793	3.81889	11.77898	24.14599	77.27706	18.92842	17.04338	46.42211	30.68153
BambuTx2926	ENSCAFG00805017945	3	14.12281	103.39015	25.7177	15	34	28.73684	4
BambuTx2928	ENSCAFG00805019667	11	15	13	116.8936	25.31547	13	25	59.61715
